시작일,종료일,행사명,행사주소,연락처,위도,경도
20210702,20210704,부산푸드필름페스타,부산광역시 해운대구 구남로18번길 24,051-710-6948,35.1619128962,129.1588135087
20210619,20210620,부산항축제,부산 동구 초량동 1185-47,051-501-6051,35.1129969360,129.0510436637
20210501,20210630,부안 마실축제,전라북도 부안군 부안읍 예술회관길 11,063-580-4777,35.7243617115,126.7255045187
20201023,20201024,부여문화재야행 2020,온라인개최,041-830-2648,,
20200810,20200823,부천 생활문화페스티벌 다락(多樂) 2020,경기도 부천시 장말로 107,032-320-6387~8,37.4948363559,126.7542268168
20210904,20210912,부천국제만화축제,온라인개최,032-310-3071,37.5081512657,126.7424497412
20201023,20201027,부천국제애니메이션페스티벌 2020,경기도 부천시 원미구 길주로 1,032-325-2061,37.5090761579,126.7424330498
20210708,20210718,부천국제판타스틱영화제,경기도 부천시 길주로 210,032-327-6313,37.5036438746,126.7660143844
20200926,20200927,부천세계비보이대회 (Bucheon Bboy International Championship) 2020,온라인개최,032.324.5989,37.4846908118,126.7823328711
20200919,20200919,부천전국대학가요제 2020,온라인개최,032-625-3113,37.4840214493,126.7826245299
20201106,20201112,부평음악도시축제 뮤직게더링 2020,온라인개최,032-500-2042,37.4830090594,126.7038428531
20201016,20201018,부평풍물대축제 2020,온라인개최,032-509-7516,37.5070399183,126.7218183207
20210223,20210223,북촌한옥마을 계동마님댁 대보름 달맞이 2021,서울특별시 종로구 계동길 37,02-741-1033,37.5790640424,126.9863810591
20210626,20210627,뷰티풀 민트 라이프,서울특별시 송파구 올림픽로 424,고객문의: mintpaper@mpmg.co.kr,37.5194456386,127.1224425827
20200807,20200809,비건페스타 2020,서울특별시 강남구 남부순환로 3104,02-2223-1853,37.4957363721,127.0719811806
20200904,20200908,비대면 온라인 축제 MIMAF 목포세계마당페스티벌 2020,온라인개최,061-243-9786,34.7900701064,126.3830691873
20210703,20210828,비엔날레 문화콘서트,광주광역시 북구 비엔날레로 111,북구청 특화마을육성과 062-410-8228,35.1826203741,126.8902591590
20191206,20210228,빛의 벙커 '반 고흐' 2020,제주특별자치도 서귀포시 성산읍 서성일로1168번길 89-17,1522-2653,33.4398096742,126.8990724780
20210508,20210523,사람사랑 생명사랑 밤길걷기 함께 GOWALK,온라인개최,070-7727-1755,37.5263886632,126.9336123570
20201016,20201023,사랑-인도문화축제 2020,온라인개최,02-792-4257,37.5350834931,127.0114911282
20200814,20200815,산골공연 예술잔치 2020,온라인개최,043-743-0004,,
20210529,20210529,"산속등대미술관 제1회 사생대회 ""기후·환경 그리고 우리""",전라북도 완주군 소양면 원암로 82,063-245-2456,35.8693487272,127.2520149740
20201010,20201018,삼랑성역사문화축제 2020,인천광역시 강화군 길상면 전등사로 37-41,032-937-0125,37.6321461675,126.4843809763
20210208,20210226,삼척 정월대보름제 2021,온라인개최,033-573-9882,37.4387321558,129.1597555361
20200925,20201225,새만금 노마드 페스티벌 2020,온라인개최,063-733-1000,35.8363978474,126.4965498804
20201120,20201121,서귀포 칠십리축제 2020,제주특별자치도 서귀포시 서홍동 689,064-760-3946,33.2429009798,126.5599368915
20211007,20211010,서귀포문화재야행,제주특별자치도 서귀포시 남성로128번길 13,070-8990-9999,33.2417982612,126.5559872587
20210222,20210301,"서대문, 1919 그날의 함성! 2021",온라인개최,02-360-8590,37.5745751240,126.9556173237
20200801,20200831,서대문독립민주축제 2020,온라인개최,02-330-1410,37.5743584811,126.9555506693
20210507,20210509,서울 국제 푸드 앤 테이블웨어 박람회 2021,서울특별시 서초구 강남대로 27,02-511-1540,37.4672141004,127.0396016001
20200908,20200913,서울 드라마어워즈 2020,서울특별시 마포구 월드컵북로 400,02-3219-5580,37.5804343779,126.8899259259
20200723,20200725,서울 물순환 시민문화제 2020,서울특별시 중구 세종대로 110,서울특별시 물순환정책과 02-2133-3764,37.5665986816,126.9783710306
20210106,20210124,서울 아시테지 겨울축제 2021,온라인개최,02-745-5862~3,37.5904796058,126.9988129355
20210519,20210522,서울 케이팝 댄스 페스티벌,서울특별시 동대문구 답십리로 72,010-3246-5710,37.5752683826,127.0487254857
20211016,20211017,서울100K (SEOUL100K),서울 중구 태평로 2가 17-3,02-516-2010,37.5653988094,126.9777155697
20210607,20211130,서울365거리공연,서울특별시 마포구 연남로1길 55,02-542-2695,37.5595179109,126.9204598433
20200828,20200829,서울국악축제 2020,온라인개최,070-4185-4527,37.5585082277,126.9935754302
20201109,20201112,서울국제관광산업박람회 2020,서울특별시 강남구 남부순환로 3104,02-757-6161,37.4957363721,127.0719811806
20200820,20200821,서울국제대안영상예술페스티벌 2020,서울특별시 마포구 와우산로35길 53,02-337-2870,37.5564295139,126.9278870311
20210908,20211016,서울국제도서전,서울특별시 성동구 연무장15길 11,02-7333-8402,37.5428834410,127.0590032474
20201105,20201115,서울국제불교박람회 2020,온라인개최,02-2231-2013,,
20200801,20200807,서울국제실험영화페스티벌 2020,서울특별시 마포구 월드컵북로 400,02-3141-1841,37.5804315992,126.8898898184
20200910,20200916,서울국제여성영화제 2020,서울특별시 마포구 월드컵로 240,02-583-3598,37.5683081417,126.8972867084
20201020,20201101,서울국제음악제,서울특별시 서초구 남부순환로 2406,1544-5142,37.4785261578,127.0107150202
20201102,20201108,서울국제작가축제(Seoul International Writers' Festival) 2020,온라인개최,-,37.5675991318,127.0099486810
20201008,20201018,서울국제정원박람회 2020,온라인개최,02-120(다산콜센터),37.5575996956,126.9766214450
20210702,20210704,서울국제주류박람회 2021,서울특별시 강남구 영동대로 513 코엑스 B홀,02-761-2518,37.5117592813,127.0591874466
20210527,20210530,서울도시농업박람회,서울시 양천구 신정동 871-2,02-6358-7775,37.5205772468,126.8787480766
20210528,20210529,서울드럼페스티벌,서울특별시 중구 동호로 241,070-4272-7330,37.5582390522,127.0068047884
20211222,20211226,서울디자인페스티벌,서울특별시 강남구 영동대로 513,02-2262-7200,37.5117148467,127.0594429796
20210326,20210401,서울라이트(SEOUL LIGHT),서울특별시 중구 을지로 281,02-2133-2704,37.5675991318,127.0099486810
20201127,20210301,서울랜드 겨울 빛축제 2021,경기도 과천시 광명로 181,02-509-6000,37.4366477965,127.0169239697
20210526,20210523,서울리빙디자인페어,서울특별시 강남구 영동대로 513,02-2262-7152,37.5117148467,127.0594429796
20201201,20201204,서울마을미디어축제 2020,온라인개최,02-3141-6390,37.5665986816,126.9783710306
20200821,20200830,서울맥주축제 2020,서울특별시 광진구 광나루로 441,02-6012-8577,37.5470527467,127.0781902704
20211125,20211205,서울모터쇼 (Seoul Motor Show) 2021,경기도 고양시 일산서구 킨텍스로 217-60,02-3660-1894,37.6689909419,126.7455782754
20211110,20211128,서울무용제,서울특별시 종로구 대학로8길 7,02-744-8066,37.5811724288,127.0029794866
20201016,20201017,서울무형문화축제 2020,온라인개최,02-742-6444,37.5584387906,126.9935365470
20201020,20201102,서울미래연극제 2020,서울특별시 마포구 마포대로19길 12,02-765-7500,37.5527554374,126.9555873879
20201030,20201231,서울빛초롱축제 2020,서울시 관광특구,02-3788-0845,37.5113879299,127.1051721612
20200714,20200816,서울사진축제,서울특별시 노원구 동일로 1238,02-706-6751,37.6406499975,127.0668386402
20201104,20201105,서울생명사랑 국제자살예방 온라인 심포지엄 2020,온라인개최,02)3458-1071,,
20201106,20201122,서울세계무용축제 2020,온라인개최,02-3216-1185,37.5562820926,126.9157992483
20200916,20201128,서울시 태권도 상설공연 <온라인 태권도 공연> 2020,온라인개최,02-6674-4303,,
20201107,20201120,서울시민시장위크 To+gather마켓 온라인 2020,온라인개최,02-6015-2620,37.5947100909,127.0222412353
20200829,20200927,서울시민연극제 2020,서울특별시 관악구 신림로3길 35,02-765-7500,37.4676512424,126.9448852069
20210915,20210915,서울안전한마당,서울특별시 중구 을지로 281,02-3706-1561,37.5675991318,127.0099486810
20210430,20210530,서울연극제,서울특별시 종로구 대학로8길 7,02-765-7500,37.5811724288,127.0029794866
20210105,20210105,서울영상광고제 2021,온라인개최,02-3447-0101,37.5665986816,126.9783710306
20201008,20201011,서울와우북페스티벌 2020,서울특별시 마포구 토정로11길 60,02-312-1590,37.5461611851,126.9235460497
20210825,20210828,서울일러스트레이션페어V.11,서울특별시 강남구 봉은사로63길 35,02-2062-8601,37.5136810472,127.0462413481
20210513,20210531,서울장미축제,서울특별시 중랑구 중랑천로 332,02-3407-6531,37.6143448429,127.0735276696
20201001,20201031,서울지식이음축제·포럼 2020,온라인개최,02-2133-0300,37.5655599052,126.9779405439
20200916,20200926,서울청소년연극축제 2020,서울특별시 중구 세종대로19길 16,02-765-7500,37.5667736284,126.9765823002
20211110,20211113,서울카페쇼 2021,서울특별시 강남구 영동대로 513,02-6000-6720,37.5117592813,127.0591874466
20201029,20201101,서울커피앤티페어 2020,서울특별시 서초구 강남대로 27,02-579-4725,37.4664808435,127.0391127763
20200805,20200912,서울평화문화축제 2020,서울특별시 도봉구 마들로 932,02-908-2921,37.6908326881,127.0468279220
20210804,20210829,서울프린지페스티벌,서울특별시 마포구 증산로 87,02-325-8250,37.5731297249,126.8929203036
20201105,20201111,서점의 날 2020,서울특별시 구로구 가마산로25길 9-3,02-927-1437,37.4965969039,126.8902254828
20210402,20210411,석촌호수 벚꽃축제,온라인개최,02-2147-2800,37.5111851145,127.1017724761
20201231,20210225,설빙송어빙어축제 2021,경기도 가평군 청평면 강변로 17,031-584-2755,37.7346564825,127.4133710249
20201211,20210131,섬 겨울꽃 랜선 축제 2020,전라남도 신안군 압해읍 수락길 330,061-240-8778,34.8436285971,126.2519711582
20210318,20211216,성남아트센터 마티네콘서트,경기도 성남시 분당구 성남대로 808,031-783-8000,37.4019566143,127.1292175196
20201126,20201129,성북 책모꼬지(Book Festival) 2020,온라인개최,02-6906-9285,37.5991983238,127.0147806769
20201120,20201128,성북세계음식축제 누리마실,서울특별시 성북구 성북로8가길 1,02-6906-3194,37.5908963183,127.0040457802
20210601,20210601,세계 우유의 날 기념 밀크온 콘서트,서울특별시 서초구 서초대로 141-25,02-588-7202~3,37.4895107763,126.9985741482
20210508,20211023,세계유산 활용프로그램 <수원화성 낭만소풍>,경기도 수원시 장안구 영화동 320-2,031-290-3573,37.2872039225,127.0120008348
20210813,20211017,세계유산축전,서울특별시 종로구 사직로 161,02-3210-4633,37.5788944508,126.9770319156
20211001,20211017,세계유산축전 - '제주 화산섬과 용암동굴',제주특별자치도 제주시 조천읍 선교로 569-36,064-710-6873,33.4569020299,126.7142575546
20201029,20201029,세계평화포럼(World Peace Forum) 2020,부산광역시 해운대구 센텀서로 30,051-850-9344,35.1720528657,129.1284797561
20201028,20201030,세계한상대회 2020,부산광역시 해운대구 APEC로 55,"02-3415-0052, 0051",35.1691366711,129.1363402640
20201027,20201029,세계해양포럼 2020,온라인개최,051-461-4346,35.1599632134,129.1641325437
20210621,20210815,세미원 연꽃여행,경기도 양평군 양서면 양수로 93,031-775-1835,37.5409273515,127.3239403130
20191201,20200314,세빛 일루미네이션 빛축제 2020,서울특별시 서초구 올림픽대로 683,02-3477-5300,37.5124247345,126.9959487403
20210101,20211231,속초 음악불꽃크루즈 2021,강원도 속초시 중앙로 214-1,1522-8905,38.2096096416,128.5934271477
20210101,20211231,수문장 교대의식,서울특별시 종로구 사직로 161,02-3210-1645,37.5801859611,126.9767235747
20201023,20201029,수성구 평생학습주간 축제 2020,온라인개최,053-666-4223,35.8299818185,128.6901804487
20211001,20211003,수성못 페스티벌(SUSEONG LAKE FESTIVAL),대구광역시 수성구 무학로 112,053-666-2000,35.8293778245,128.6205949230
20201211,20201229,수성빛예술제 2020,대구광역시 수성구 두산동 606-1,053-668-1540,35.8285918061,128.6208254801
20210813,20210815,수원 문화재 야행,경기도 수원시 팔달구 정조로 825,031-290-3572~3575,37.2818712498,127.0143757682
20200816,20200820,수원발레축제 2020,경기도 수원시 장안구 이목로 24-25,02-2263-4680,37.3097508547,126.9864802990
20211001,20211003,수원연극축제 <숲 속의 파티>,경기도 수원시 권선구 서둔로 155,031-290-3533,37.2654892105,126.9806042911
20210101,20211231,수원화성 빛의 산책로,경기도 수원시 장안구 연무동 190,031-290-3600,37.2874872131,127.0114425437
20210101,20211231,수원화성의 비밀 2021,경기도 수원시 팔달구 행궁로 11,031-290-3563,37.2810769133,127.0152812635
20200911,20200913,순천 푸드·아트 페스티벌 2020,전라남도 순천시 중앙로 125,061-749-5502,34.9567976217,127.4840069709
20201010,20201011,순천만국가정원 차문화산업전 2020,전라남도 순천시 국가정원1호길 47 순천만국가정원,010-5551-2010,34.9293648665,127.4998312785
20201111,20201113,스마트공장구축 및 생산자동화전 2020,경기도 수원시 영통구 광교중앙로 140 수원컨벤션센터(SCC),02-588-2526,37.2858799237,127.0594632301
20210721,20210723,스마트국토엑스포,서울특별시 강남구 영동대로 513,031-738-5170,37.5117592813,127.0591874466
20201028,20201031,스타트업 블랙프라이데이 IF 2020,서울특별시 강남구 영동대로 513,070-7779-7128,37.5117148467,127.0594429796
20210731,20210731,스펜서 망상 페스티벌,강원도 동해시 동해대로 6314,070-4880-0890,37.5960597760,129.0845713136
20210425,20210425,시끌벅적 과학축제,서울특별시 광진구 구천면로 2,02-2204-3190,37.5464088823,127.1062266254
20201017,20201017,시네마 힐링 콘서트 2020,대구광역시 중구 대봉동 6-11,053-255-5123,35.8603268485,128.6069813718
20210604,20210827,"시민청 6-8월 문화예술 프로그램 <여름, 시민청>",서울특별시 중구 세종대로 110,공연 02-739-7331<br> 미디어아트·체험 02-739-5811<br> 장터 02-739-5226,37.5666625635,126.9784043599
20210101,20211231,시크릿,서울특별시 종로구 동숭길 72,02-747-7407,37.5814363108,127.0042904706
20201120,20201122,신라소리축제 에밀레전 2020,경북 경주시 교동 274,053-427-5114,35.8291362094,129.2173508492
20210618,20210627,신안 섬수국축제,전남 신안군 도초면 지남리,061-240-8454,34.6815388662,125.9285452858
20211018,20211029,실버문화페스티벌,온라인개최,02-719-9062,37.5570966421,126.9579759370
20210623,20210627,실향민문화축제,"강원도 속초시 청호동 550-13, 아바이마을",033-636-0670,38.2037159039,128.5944827913
20210312,20210325,아세안 영화주간 - 온:택트,서울특별시 강남구 논현로 848,aseancw@gmail.com,37.5246239091,127.0288731753
20201020,20201020,아시아문화포럼 2020,온라인개최,062-670-7435,35.1467693755,126.9202851804
20201005,20201010,아시아송 페스티벌 (Asia Song Festival) 2020,온라인개최,052-290-1142,35.5626603600,129.3479914251
20210727,20210822,아시아프,서울특별시 마포구 와우산로 94,asyaaf@chosun.com,37.5512772937,126.9255540555
20210717,20210808,아시테지 국제여름축제,서울특별시 종로구 동숭길 114,02-745-5863,37.5832416489,127.0038654579
20200910,20200913,아이가 행복입니다 2020,서울특별시 송파구 올림픽로 300,1855-3164,37.5126099637,127.1025668077
20210320,20210408,아침고요 야생화전시회,경기도 가평군 상면 수목원로 432,1544-6703,37.7439487308,127.3525096320
20200912,20201004,아침고요수목원 들국화전시회 2020,경기도 가평군 상면 수목원로 432,1544-6703,37.7417489763,127.3519430810
20200725,20200823,아침고요수목원 무궁화전시회,경기도 가평군 상면 수목원로 432,1544-6703,37.7424072328,127.3519180642
20210410,20210519,아침고요수목원 봄나들이 봄꽃축제,경기도 가평군 상면 수목원로 432,1544-6703,37.7417489763,127.3519430810
20210605,20210704,아침고요수목원 수국전시회,경기도 가평군 상면 수목원로 432,1544-6703,37.7440126130,127.3525568480
20201016,20201101,안 무서운 할로윈 축제 2020,경기도 용인시 기흥구 동백죽전대로175번길 6,080-500-0175,37.2576961086,127.1604631946
20200801,20201031,안동 달빛투어 달그락 2020,경상북도 안동시,054-858-1894,36.5628271349,128.7329475077
20200806,20200809,안동 월영야행 2020,경북 안동시 상아동 569,054)856-3013,36.5770649158,128.7603446627
20210101,20211231,안산별빛마을 애니멀 & 하트빌리지 빛축제 2021,경기도 안산시 상록구 수인로 1723,031-484-5050,37.3394480000,126.8634434286
20210327,20211127,안성 남사당 상설공연,경기도 안성시 보개면 남사당로 198-2,031-678-2518,37.0318221187,127.3101448759
20201223,20210214,안성두메호수빙어축제 2021,경기도 안성시 죽산면 두메호수로 90,031-674-4528,37.0094684960,127.4284792701
20201001,20201130,안양시민축제 <우선멈'춤'프로젝트> 2020,온라인개최,031-687-0500,37.3901438629,126.9612886704
20210619,20210711,양기철철 단오,경기도 용인시 기흥구 민속촌로 90,031-288-0000,37.2593868634,127.1205445440
20201107,20201108,양산배내골사과축제 2020,온라인개최,055-365-6262,35.4869565434,128.9857612877
20210615,20210615,양양문화제,강원도 양양군 양양읍 양양로 114-5,033-671-8762,38.0742452792,128.6164903837
20201105,20201108,양재플라워페스타 2020,온라인개최,02-585-0091,37.4683111849,127.0390127336
20201224,20210221,양주 눈꽃축제 2021,경기도 양주시 장흥면 권율로 594,080-233-7766,37.7581595486,126.9684887063
20210501,20210509,양평 용문산 산나물축제,온라인개최,031-770-2096,37.5463286753,127.5823278077
20210514,20210613,에버랜드 로즈가든,경기도 용인시 처인구 포곡읍 에버랜드로 199,031-320-5000,37.2939343647,127.2040721101
20200904,20201122,에버랜드 블러드시티 2020,경기도 용인시 처인구 포곡읍 에버랜드로 199,에버랜드 관광안내소 031-321-9393<br />에버랜드 031-320-5000,37.2902124898,127.1994281916
20210618,20210829,에버랜드 썸머워터펀,경기도 용인시 처인구 포곡읍 에버랜드로 199,031-320-5000,37.2924319247,127.2131685506
20210326,20210430,에버랜드 튤립가든,경기도 용인시 처인구 포곡읍 에버랜드로 199,031-320-5000,37.2924319247,127.2131685506
20201120,20210301,에버랜드 Winter Wishes 2021,경기도 용인시 처인구 포곡읍 에버랜드로 199,에버랜드 관광안내소 031-321-9393<br />에버랜드 031-320-5000,37.2924319247,127.2131685506
20200919,20200920,에코런 페스티벌 2020,온라인개최,010-5053-0062,35.5381904972,129.3272244826
20200911,20200920,여성마라톤대회 2020,온라인개최,02-2036-9214,,
20210101,20211231,여수 음악불꽃크루즈 2021,전라남도 여수시 돌산읍 돌산로 3617-18,1522-8905,34.7297302429,127.7369794626
20210702,20210724,여우樂 페스티벌,서울특별시 중구 장충단로 59,02-2280-4114,37.5519729781,126.9992473208
20210409,20210411,여주 흥천남한강벚꽃축제,경기도 여주시 흥천면 귀백리 38-8번지 일원,031-887-3875,37.3480678646,127.5583690338
20210101,20211231,연극 라이어 (대학로),서울특별시 종로구 대학로 144,02-747-2070,37.5839831970,127.0020350484
20210101,20211231,연극 수상한 흥신소,서울특별시 종로구 대학로 128,070-8129-7420,37.5827166790,127.0021350751
20200101,20201231,연극 죽여주는 이야기,서울특별시 종로구 이화장길 72,02-6326-1333,37.5784894370,127.0046294120
20210514,20210530,연등회,서울특별시 종로구 우정국로 55,02-2011-1744∼7,37.5733035136,126.9815038890
20201201,20201231,영덕대게축제 2020,온라인개최,054-734-0700,36.3610487826,129.3928005965
20200924,20200927,영동난계국악축제 2020,충청북도 영동군 영동읍 중앙로 11,043-745-8912,36.1770756832,127.7729881364
20201231,20210101,영동대로 카운트다운 2021,온라인개최,02-751-9356,37.5117148467,127.0594429796
20210611,20210611,영등포 단오축제,서울특별시 영등포구 신길로 275,영등포문화원 02-846-0155~6,37.5161700211,126.9121007163
20210405,20210430,영등포 여의도봄꽃축제,서울특별시 영등포구 여의서로,02-2670-3114,37.5320321034,126.9141334174
20200914,20201015,영양고추 온라인 H.O.T 페스티벌 2020,온라인개최,054-683-7300,36.6667641566,129.1124108047
20210430,20210502,영월 단종문화제,강원도 영월군 영월읍 제방안길 100,033-375-6353,37.1786125178,128.4595900002
20201024,20201101,영주 사과축제 2020,경북 영주시 시민운동장 및 서천둔치,054-630-8711~8713,36.8071635574,128.6102096587
20210529,20210530,영주 소백산철쭉제,경상북도 영주시 대학로 77,054)630~8706~9,36.8045917160,128.6147843254
20201028,20201101,예당국제공연예술제 2020,충청남도 예산군 예산읍 군청로 22,070-7724-3787,36.6809487402,126.8447520518
20201016,20201029,예산장터삼국축제 2020,백종원 국밥거리 일원 및 온라인 개최,041-335-2441,36.6761049083,126.8479185639
20200919,20200920,예천국제스마트폰영화제 2020,온라인개최,054-655-8082,36.5752351070,128.4931129092
20210821,20210821,오감만족 문경새재맨발페스티벌,경상북도 문경시 문경읍 새재로 932,053-754-7981,36.7615977206,128.0769835905
20201005,20201018,오산독산성문화제 2020,온라인개최,"031-379-9924,6",37.1742064941,127.0458092551
20201204,20210314,오색별빛정원전 2021,경기도 가평군 상면 수목원로 432,1544-6703,37.7448402954,127.3525845994
20201020,20201024,오송화장품뷰티산업 엑스포 2020,충청북도 청주시 흥덕구 오송읍 오송가락로 123,043-220-4552,,
20210101,20211231,오크밸리 3D 라이팅쇼 '소나타오브라이트',강원도 원주시 지정면 오크밸리1길 66,033-730-3146,37.4346459591,127.8177986180
20210101,20211231,옥탑방고양이,서울특별시 종로구 대학로10길 24,02-764-8760,37.5815918348,127.0035183141
20201216,20210115,온라인 거제대구수산물축제 2020,온라인개최,055-681-2233,34.8669130314,128.7296921278
20201008,20201030,온라인 경기곤충페스티벌,온라인개최,031-229-5905,37.2225202975,127.0429415014
20201106,20201108,온라인 고성가리비 수산물축제 2020,온라인개최,055-670-2454,,
20210118,20210205,온라인 영동곶감축제(장터) 2021,온라인개최,043-745-8916~8,36.1640606617,127.7819682486
20201017,20201017,온라인 용마폭포문화예술축제 2020,서울특별시 중랑구 용마산로 250-12,02-209-1823,37.5733998835,127.0891579669
20201127,20201211,온라인 제주감귤박람회 2020,제주특별자치도 서귀포시 남원읍 중산간동로 7415,064-710-3092~8,33.2874357176,126.6079678387
20201116,20201215,온라인 한려수도 굴축제 2020,경상남도 통영시 용남면 견내량로 22,055-645-4513,34.8888974036,128.4609982612
20210107,20210117,온라인으로 즐기는 지리산 산청곶감축제 2021,온라인개최,055-973-0085,35.2743485813,127.8365066809
20201018,20201024,온택트 강남페스티벌 2020,서울특별시 강남구 영동대로 513,02)3423-5532,37.5112648981,127.0594124394
20201124,20201231,온택트 궁중과 사대부가의 전통음식축제 2020,온라인개최,종로구청 관광과 02-2148-1858,37.5730868391,126.9796568411
20201031,20210214,온택트 대전 토토즐 페스티벌 2020,온라인개최,042-250-1274,36.3296133060,127.4332198383
20201030,20201101,온택트 영천 보현산 별빛축제 2020,경상북도 영천시 화북면 별빛로 681-32,054-330-6702,36.1402690623,128.9964752607
20201009,20201031,온택트 종로한복축제 2020,온라인개최,02-6263-1185,37.5707092077,126.9724103466
20210522,20210523,완주 프러포즈축제,전라북도 완주군 구이면 덕천전원길 232-58,063-290-2622,35.7260602293,127.1361790273
20211008,20211010,외솔한글한마당,울산광역시 중구 병영12길 15,052-716-5007,35.5748534232,129.3474827915
20201014,20201115,우리모두 전태일 문화제 2020,서울 종로구 종로5가 전태일다리/청계천로 일환,02-786-0610,,
20191026,20191027,우암문화제 2020,온라인개최,042-623-7211,36.3497420088,127.4584420365
20211110,20211112,울산 국제수소에너지전시회 및 포럼(H2WORLD),울산광역시 울주군 삼남읍 울산역로 255,052-255-1853,35.5556348578,129.1311799982
20211022,20211024,울산 쇠부리축제,울산광역시 북구 달천철장길 58,052-293-3500,35.6336492470,129.3294493702
20200912,20201128,울산 태화루 누각 상설공연 2020,울산광역시 중구 태화로 300,울산광역시청 문화예술과  052-229-3742,35.5533995305,129.3076757594
20201218,20201220,울산국제영화제 2020,울산광역시 남구 중앙로 201,052-299-7981,35.5395178265,129.3113286099
20211020,20211022,울산안전산업위크(SAFETY WEEK),울산광역시 울주군 삼남읍 울산역로 255,052-255-1852,35.5556348578,129.1311799982
20200813,20200816,울산태화강대숲납량축제 2020,울산광역시 중구 내오산로 67,052-266-7081,35.5533046338,129.2830667988
20201023,20201027,울주세계산악영화제 (UMFF : Ulju Mountain Film Festival) 2020,울산광역시 울주군 상북면 알프스온천5길 103-8,052-248-6450,35.5563585902,129.0676299774
20210515,20210606,원주 용수골꽃양귀비축제,강원도 원주시 판부면 서곡리 1632-2,033-764-4443,37.2868069456,127.9382587109
20200926,20200927,원주 청소년축제 2020,강원도 원주시 단구로 170,033-742-9997,37.3364513586,127.9461148905
20210501,20210530,원주한지문화제,강원도 원주시 한지공원길 151,033-734-4739,37.3343736211,127.9353798084
20210201,20211231,월미도 음악불꽃크루즈 2021,인천광역시 중구 월미문화로 21,1522-8905,37.4764857358,126.5984970903
20200918,20201025,웰컴대학로 2020,서울특별시 종로구 대학로12길 64,1577-3363,37.5812502100,127.0036294252
20201010,20201010,위댄스 'ON' 페스티벌 2020,온라인개최,02-758-2021 / 2014,,
20201030,20201101,유권자 정치페스티벌,경기도 수원시 권선구 수인로 126,031-296-0217,37.2749187509,126.9849119700
20200904,20200927,유니브엑스포 부산 2020,온라인개최,-,35.1564006288,129.0629164444
20201017,20201108,유성 국화전시회 2020,대전광역시 유성구 어은로 27,042-611-2446,36.3606806337,127.3576924160
20210429,20210530,윤봉길 평화축제,충청남도 예산군 덕산면 덕산온천로 183-5,041-338-9514,36.6874585328,126.6525108898
20211006,20211010,음성명작페스티벌 2021,충북 음성군 금왕읍 무극리 519-4,043-873-8940,36.9898653154,127.5882432031
20200829,20200829,응답하라! 그때 그 시절 DJ SHOW 2020,대구 중구 대봉동 6-11,053)255-5123,35.8603268485,128.6069813718
20201107,20201113,의정부 국제가야금축제 2020,경기도 의정부시 의정로 1,02-582-4470,37.7334330545,127.0340500917
20200807,20200816,의정부 음악극축제 2020,경기도 의정부시 의정로 1,031-828-5841,37.7334330545,127.0340500917
20200809,20200815,이럴때 이런음악 '해설이 있는 청소년 음악회' (영산아트홀) 2020,서울특별시 영등포구 여의공원로 101,02-332-5545,37.5293242775,126.9249130673
20200813,20200813,이럴때 이런음악 '해설이 있는 청소년 음악회' (예술의전당) 2020,서울특별시 서초구 남부순환로 2406,02-332-5545,37.4785900399,127.0107566806
20200926,20200926,이병주 하동 국제문학제 2020,경상남도 하동군 북천면 이명골길 14-28,055-882-2354,35.0972445341,127.8942978988
20201104,20201108,이순신장군배 국제요트대회 2020,경상남도 통영시 도남로 269-20,055)643-3335,34.8277704211,128.4338633445
20210320,20210404,이월드 별빛벚꽃시즌 '다시 벚꽃 피다',대구광역시 달서구 두류공원로 200,053-620-0001,35.8527158532,128.5665129257
20201121,20210301,이월드 별빛축제 2021,대구광역시 달서구 두류공원로 200,053-620-0001,35.8548822436,128.5648324581
20210417,20210502,이월드 봄꽃시즌 2 : 유채한 봄,대구광역시 달서구 두류공원로 200,053-620-0001,35.8548989086,128.5648463453
20210501,20210801,이월드 봄꽃시즌 3 : 수국아일랜드,대구광역시 달서구 두류공원로 200,053-620-0001,35.8548989086,128.5648463453
20210716,20210831,이월드 아쿠아판타지,대구광역시 달서구 두류공원로 200,053-620-0001,35.8548822436,128.5648324581
20210619,20210831,이월드 여름축제 <호러 어드벤처>,대구광역시 달서구 두류공원로 200,053-620-0001,35.8548822436,128.5648324581
20200905,20201130,이월드 인생꽃사진관 2020,대구광역시 달서구 두류공원로 200,053-620-0001,35.8548989086,128.5648463453
20201009,20201101,이월드 호러프리즌 : 몬스터어택 2020,대구광역시 달서구 두류공원로 200,053-620-0001,35.8548822436,128.5648324581
20200917,20200920,이천국제일루전페스티벌(IF) 2020,경기도 이천시 경충대로2697번길 306,031-645-1991,37.2779902404,127.4269440418
20201014,20201018,이천쌀문화축제 2020,경기도 이천시 경충대로2697번길 167-29,"031-644-4125, 4126",37.2772653437,127.4280217419
20200807,20200809,익산 문화재 야행 2020,전라북도 익산시 왕궁면 궁성로 666,063-859-5793,35.9715781122,127.0557186642
20200904,20200910,익산식품대전,온라인개최,-,35.9795610080,127.0829215832
20201015,20201022,인사전통문화축제 2020,서울특별시 종로구 인사동 33-2,보존회 02-737-7890,37.5715093818,126.9872978561
20201009,20201025,인제에서 꽃길만 걷자 2020,강원도 인제군 북면 십이선녀탕길 16,1577-8924,38.1856540989,128.3062095629
